year,href,title,legacy
2022,assets/files/2022/09/FOGGS-GCINET-23-September-NYC-event_per120922-1230.pdf,FOGGS GCINET 23 September NYC event per120922 1230,/wp-content/uploads/2022/09/FOGGS-GCINET-23-September-NYC-event_per120922-1230.pdf
2022,assets/files/2022/09/Open-letter-to-UNSG-and-world-leaders-vs31-Aug-2022.pdf,Open letter to UNSG and world leaders vs31 Aug 2022,/wp-content/uploads/2022/09/Open-letter-to-UNSG-and-world-leaders-vs31-Aug-2022.pdf
2022,assets/files/2022/10/GRC-Presentation_23-Sept-2022-event-ver3.pdf,GRC Presentation 23 Sept 2022 event ver3,/wp-content/uploads/2022/10/GRC-Presentation_23-Sept-2022-event-ver3.pdf
2022,assets/files/2022/10/Global_Governance_Event_NYC_23_Sep_2022_Report-Final.pdf,Global Governance Event NYC 23 Sep 2022 Report Final,/wp-content/uploads/2022/10/Global_Governance_Event_NYC_23_Sep_2022_Report-Final.pdf
2022,assets/files/2022/10/The-Conflict-in-Ukraine-A-Possible-Framework-for-Negotiations-with-Cover-Note-June-2022.pdf,The Conflict in Ukraine A Possible Framework for Negotiations with Cover Note June 2022,/wp-content/uploads/2022/10/The-Conflict-in-Ukraine-A-Possible-Framework-for-Negotiations-with-Cover-Note-June-2022.pdf
2022,assets/files/2022/11/Letter-to-G20-Leaders-11-Nov-2022v5.pdf,Letter to G20 Leaders 11 Nov 2022v5,/wp-content/uploads/2022/11/Letter-to-G20-Leaders-11-Nov-2022v5.pdf
2021,assets/files/2021/03/FOGGS-Brochure-FINAL-05.03.21.pdf,FOGGS Brochure FINAL 05.03.21,/wp-content/uploads/2021/03/FOGGS-Brochure-FINAL-05.03.21.pdf
2021,assets/files/2021/03/FOGGS_GRC-Brainstorming-Note-Final31-March-2021.pdf,FOGGS GRC Brainstorming Note Final31 March 2021,/wp-content/uploads/2021/03/FOGGS_GRC-Brainstorming-Note-Final31-March-2021.pdf
2021,assets/files/2021/06/FOGGS_GRC-Revisited-Slides-FINAL_23June2021.pdf,FOGGS GRC Revisited Slides FINAL 23June2021,/wp-content/uploads/2021/06/FOGGS_GRC-Revisited-Slides-FINAL_23June2021.pdf
2021,assets/files/2021/06/FOGGS_GRC-Revisited-Text-FINAL_23June2021.pdf,FOGGS GRC Revisited Text FINAL 23June2021,/wp-content/uploads/2021/06/FOGGS_GRC-Revisited-Text-FINAL_23June2021.pdf
2021,assets/files/2021/07/FOGGS-Statute-modification-June-2021-MoniteurBelge21073549.pdf,FOGGS Statute modification June 2021 MoniteurBelge21073549,/wp-content/uploads/2021/07/FOGGS-Statute-modification-June-2021-MoniteurBelge21073549.pdf
2021,assets/files/2021/10/FOGGS-UN2100-Initiative-Background-Paper-on-OCA-report-October-2021.pdf,FOGGS UN2100 Initiative Background Paper on OCA report October 2021,/wp-content/uploads/2021/10/FOGGS-UN2100-Initiative-Background-Paper-on-OCA-report-October-2021.pdf
2021,assets/files/2021/12/FOGGS-UN2100-OCA-Critical-Review_Discussion-Paper-Final_30Nov2021.pdf,FOGGS UN2100 OCA Critical Review Discussion Paper Final 30Nov2021,/wp-content/uploads/2021/12/FOGGS-UN2100-OCA-Critical-Review_Discussion-Paper-Final_30Nov2021.pdf
2021,assets/files/2021/03/India-SDG-implementation-QMULprojectFinalFinalReport31Mar2021.pdf,India SDG implementation QMULprojectFinalFinalReport31Mar2021,/wp-content/uploads/2021/03/India-SDG-implementation-QMULprojectFinalFinalReport31Mar2021.pdf
2021,assets/files/2021/07/India-SDG-Report_EnglishFinalFF24June2021.pdf,India SDG Report EnglishFinalFF24June2021,/wp-content/uploads/2021/07/India-SDG-Report_EnglishFinalFF24June2021.pdf
2021,assets/files/2021/07/India-SDG-Report_KannadaFinalFF24June2021.pdf,India SDG Report KannadaFinalFF24June2021,/wp-content/uploads/2021/07/India-SDG-Report_KannadaFinalFF24June2021.pdf
2021,assets/files/2021/10/M4CE-Background-Paper-Final.pdf,M4CE Background Paper Final,/wp-content/uploads/2021/10/M4CE-Background-Paper-Final.pdf
2021,assets/files/2021/03/Press-Release_IndiaSDGreport_Final_1April2021.pdf,Press Release IndiaSDGreport Final 1April2021,/wp-content/uploads/2021/03/Press-Release_IndiaSDGreport_Final_1April2021.pdf
2021,assets/files/2021/06/FOGGS-Webinar_Biden-Climate-Summit_29April2021-Transcript-3-June-2021.pdf,FOGGS Webinar Biden Climate Summit 29April2021 Transcript 3 June 2021,/wp-content/uploads/2021/06/FOGGS-Webinar_Biden-Climate-Summit_29April2021-Transcript-3-June-2021.pdf
2020,assets/files/2020/08/Briefing-Note-on-UN-system-working-methods-under-COVID-19-from-FOGGS-28-July-2020-Brainstorming-Final-3-Aug-2020b.pdf,Briefing Note on UN system working methods under COVID 19 from FOGGS 28 July 2020 Brainstorming Final 3 Aug 2020b,/wp-content/uploads/2020/08/Briefing-Note-on-UN-system-working-methods-under-COVID-19-from-FOGGS-28-July-2020-Brainstorming-Final-3-Aug-2020b.pdf
2020,assets/files/2020/10/COVIDEA-Primer_FINAL_October2020.pdf,COVIDEA Primer FINAL October2020 2,/wp-content/uploads/2020/10/COVIDEA-Primer_FINAL_October2020-2.pdf
2020,assets/files/2020/05/FOGGS-Action-Plan_-UN-and-the-world-post-COVID-19_7-May-2020-Final.pdf,FOGGS Action Plan UN and the world post COVID 19 7 May 2020 Final,/wp-content/uploads/2020/05/FOGGS-Action-Plan_-UN-and-the-world-post-COVID-19_7-May-2020-Final.pdf
2020,assets/files/2020/04/FOGGS-Discussion-Paper-UN-and-COVID-19-16-April-2020Final.pdf,FOGGS Discussion Paper UN and COVID 19 16 April 2020Final,/wp-content/uploads/2020/04/FOGGS-Discussion-Paper-UN-and-COVID-19-16-April-2020Final.pdf
2020,assets/files/2020/11/FOGGS-General-Presentation-3-Nov-2020.pdf,FOGGS General Presentation 3 Nov 2020,/wp-content/uploads/2020/11/FOGGS-General-Presentation-3-Nov-2020.pdf
2020,assets/files/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020bb.pdf,FOGGS Insights Paper Operating the UN System Under Crisis Conditions Final 17 June 2020bb,/wp-content/uploads/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020bb.pdf
2020,assets/files/2020/04/FOGGS-Statute-Amendment_as-published-in-Le-Moniteur-Belge-20-February-2020_20028745.pdf,FOGGS Statute Amendment as published in Le Moniteur Belge 20 February 2020 20028745 1,/wp-content/uploads/2020/04/FOGGS-Statute-Amendment_as-published-in-Le-Moniteur-Belge-20-February-2020_20028745-1.pdf
2020,assets/files/2020/08/FOGGS-UN75plus25_Proposal_I-New-Narrative_zero-draftfinal29-Aug-2020-1.pdf,FOGGS UN75plus25 Proposal I New Narrative zero draftfinal29 Aug 2020 1,/wp-content/uploads/2020/08/FOGGS-UN75plus25_Proposal_I-New-Narrative_zero-draftfinal29-Aug-2020-1.pdf
2020,assets/files/2020/08/FOGGS-UN75plus25_Proposal_II-Global-Resilience-Council_zero-draftfinal29-Aug-2020-1.pdf,FOGGS UN75plus25 Proposal II Global Resilience Council zero draftfinal29 Aug 2020 1,/wp-content/uploads/2020/08/FOGGS-UN75plus25_Proposal_II-Global-Resilience-Council_zero-draftfinal29-Aug-2020-1.pdf
2020,assets/files/2020/12/Resilience-Council-Proposal-vs24Nov2020.pdf,Resilience Council Proposal vs24Nov2020,/wp-content/uploads/2020/12/Resilience-Council-Proposal-vs24Nov2020.pdf
2020,assets/files/2020/01/FOGGS-Board-photos-Jan-2020.pdf,FOGGS Board photos Jan 2020,/wp-content/uploads/2020/01/FOGGS-Board-photos-Jan-2020.pdf
2020,assets/files/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020.pdf,FOGGS Insights Paper Operating the UN System Under Crisis Conditions Final 17 June 2020,/wp-content/uploads/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020.pdf
2020,assets/files/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020b.pdf,FOGGS Insights Paper Operating the UN System Under Crisis Conditions Final 17 June 2020b,/wp-content/uploads/2020/06/FOGGS-Insights-Paper_-Operating-the-UN-System-Under-Crisis-Conditions-Final-17-June-2020b.pdf
2020,assets/files/2020/08/The-Dais-Global-Voice-Program-Brochure-8-Aug-2020.pdf,The Dais Global Voice Program Brochure 8 Aug 2020,/wp-content/uploads/2020/08/The-Dais-Global-Voice-Program-Brochure-8-Aug-2020.pdf
2020,assets/files/2020/10/Larry-Johnson-pic-from-UN-sent-Sept2020.pdf,Larry Johnson pic from UN sent Sept2020,/wp-content/uploads/2020/10/Larry-Johnson-pic-from-UN-sent-Sept2020.pdf
2019,assets/files/2019/02/A-new-kind-of-education-for-global-citizens-draft2-16-Feb-2019-2.pdf,A new kind of education for global citizens draft2 16 Feb 2019 1,/wp-content/uploads/2019/02/A-new-kind-of-education-for-global-citizens-draft2-16-Feb-2019-1.pdf
2019,assets/files/2019/01/FOGGS-Statute-MODIFICATIONS-Moniteur-Belge-31-July-2018.pdf,FOGGS Statute MODIFICATIONS Moniteur Belge 31 July 2018,/wp-content/uploads/2019/01/FOGGS-Statute-MODIFICATIONS-Moniteur-Belge-31-July-2018.pdf
2019,assets/files/2019/01/FOGGS-UN2100-Discussion-Paper27-Jan-2019.pdf,FOGGS UN2100 Discussion Paper27 Jan 2019,/wp-content/uploads/2019/01/FOGGS-UN2100-Discussion-Paper27-Jan-2019.pdf
2017,assets/files/2017/12/FOGGS_Statute_Moniteur_Belge_26_August_2013.pdf,FOGGS Statute Moniteur Belge 26 August 2013,/wp-content/uploads/2017/12/FOGGS_Statute_Moniteur_Belge_26_August_2013.pdf
